,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
143,BBC News (World),China court jails 16 for black market kidney trading https://t.co/wA7PfVJLlz,Sat Dec 31 18:56:34 +0000 2016,0.0,0.0,1.0,0.0
144,BBC News (World),"What's the most important historic event during your lifetime?

https://t.co/Q8mpKcon3f https://t.co/O3RuAijWpY",Sat Dec 31 18:20:31 +0000 2016,0.2716,0.173,0.827,0.0
145,BBC News (World),"RT @BBCBreaking: .@UN Security Council endorses #Syria ceasefire and plans for peace talks between both sides of the conflict

https://t.co…",Sat Dec 31 18:15:00 +0000 2016,0.7184,0.312,0.602,0.086
146,BBC News (World),It's the birth millions were waiting for. ♥ 🦅 https://t.co/DzRlVuLgmU,Sat Dec 31 17:34:02 +0000 2016,0.0,0.0,1.0,0.0
147,BBC News (World),"The stories that made 2016
#YearOnTwitter

https://t.co/LvoKIumCN0",Sat Dec 31 17:04:11 +0000 2016,0.0,0.0,1.0,0.0
148,BBC News (World),Venezuela releases opposition figure Manuel Rosales https://t.co/lbVh6hAXfl,Sat Dec 31 16:23:37 +0000 2016,0.0,0.0,1.0,0.0
149,BBC News (World),"Hong Kong celebrates the start of 2017 in style 🎆

https://t.co/EbaJscqehu https://t.co/b0CvK89ESS",Sat Dec 31 16:07:56 +0000 2016,0.5719,0.252,0.748,0.0
150,BBC News (World),S Koreans protest against President Park on New Year's Eve https://t.co/q4aAsxvdHw,Sat Dec 31 16:05:30 +0000 2016,-0.25,0.0,0.818,0.182
151,BBC News (World),EgyptAir crash: Bodies of crew members returned to families https://t.co/yc0Jkr5Ke5,Sat Dec 31 16:05:28 +0000 2016,-0.4019,0.0,0.769,0.231
152,BBC News (World),French workers get 'right to disconnect' from emails out of hours https://t.co/xiXHR8jYpk,Sat Dec 31 15:56:29 +0000 2016,0.0,0.0,1.0,0.0
153,BBC News (World),Eagle chick hatches on Florida webcam https://t.co/AjTDJZ6qLF,Sat Dec 31 15:18:13 +0000 2016,0.0,0.0,1.0,0.0
154,BBC News (World),Indian party chief reinstates sacked son Akhilesh Yadav https://t.co/fNwMv0BdNU,Sat Dec 31 15:02:26 +0000 2016,0.4019,0.252,0.748,0.0
155,BBC News (World),'Russia hacking code' found on Vermont utility computer https://t.co/kTttPC2JqZ,Sat Dec 31 14:35:29 +0000 2016,0.0,0.0,1.0,0.0
156,BBC News (World),"2017 goes off with a bang in Sydney. Happy new year, Australia! 🎆 https://t.co/2Hx3yzfVdW",Sat Dec 31 13:22:26 +0000 2016,0.6114,0.25,0.75,0.0
157,BBC News (World),India mine collapse: Bodies of 13 recovered in Jharkhand https://t.co/0OZT2Am5SM,Sat Dec 31 12:42:53 +0000 2016,-0.4939,0.0,0.738,0.262
158,BBC News (World),New Zealand fireworks welcome 2017 https://t.co/NlGSn6WNfO,Sat Dec 31 11:44:23 +0000 2016,0.4588,0.375,0.625,0.0
159,BBC News (World),New Year celebrations: NZ's Auckland first world city to welcome in 2017 https://t.co/eb3Wj8rcM5,Sat Dec 31 11:10:49 +0000 2016,0.4588,0.2,0.8,0.0
160,CBS News,Google reveals most searched celebrities of 2016 https://t.co/KVd26OfBXa https://t.co/EaUUnQHOto,Sat Dec 31 20:00:41 +0000 2016,0.0,0.0,1.0,0.0
161,CBS News,"See how performing is ""self-therapy"" for this Grammy-nominated artist https://t.co/5WMEnLF4IG https://t.co/xKTubMjeWM",Sat Dec 31 19:15:01 +0000 2016,0.0,0.0,1.0,0.0
162,CBS News,"This Juneau, Alaska avalanche was caught on camera https://t.co/6K4oxyvYmx https://t.co/V1ZWAPKjMH",Sat Dec 31 18:50:03 +0000 2016,0.0,0.0,1.0,0.0
163,CBS News,Police in Brazil believe that Greece’s ambassador to the country was killed by his wife’s lover… https://t.co/2phGhXaD4x,Sat Dec 31 18:30:01 +0000 2016,-0.6705,0.0,0.78,0.22
164,CBS News,President-elect Donald Trump wished his “many enemies” a happy new year on Twitter https://t.co/akjmLqRu66 https://t.co/tzih1aXKev,Sat Dec 31 18:05:01 +0000 2016,0.5719,0.222,0.778,0.0
165,CBS News,After 79 years the Carnegie Delicatessen will slice its last ridiculously oversized sandwich https://t.co/Ex2lv7FkDu https://t.co/kie066DCP6,Sat Dec 31 17:40:01 +0000 2016,-0.25,0.083,0.774,0.143
166,CBS News,Here are the tech trends you should be watching in 2017 https://t.co/6VPZRhobzm https://t.co/wvGjgolRrR,Sat Dec 31 17:15:01 +0000 2016,0.0,0.0,1.0,0.0
167,CBS News,"This state trooper was shot dead while responding to a report, police say https://t.co/k3heq4iOUg https://t.co/RnpaZKFSqm",Sat Dec 31 16:50:01 +0000 2016,-0.6486,0.0,0.751,0.249
168,CBS News,The period between Christmas and New Year’s Day is an ideal time to plot your course on tackling college debt… https://t.co/NiSPsvARUR,Sat Dec 31 16:25:01 +0000 2016,0.5267,0.145,0.855,0.0
169,CBS News,Massive sand trucks have been added to NYC's New Year's Eve security plans https://t.co/Rkx6xQgbEW https://t.co/oM8ofnCj5n,Sat Dec 31 16:00:02 +0000 2016,0.34,0.146,0.854,0.0
170,CBS News,"This zoo euthanized a 25-year-old lion named Zenda, believed to be the oldest lion in the U.S.… https://t.co/MWxsdDeUrw",Sat Dec 31 15:50:02 +0000 2016,0.0,0.0,1.0,0.0
171,CBS News,"Two people are dead and two injured after a shooting outside a theater, police say https://t.co/A1TkgS2MJp https://t.co/vXXqXwdcxo",Sat Dec 31 15:35:29 +0000 2016,-0.7906,0.0,0.65,0.35
172,CBS News,"This NYPD officer was on a cell phone when a prisoner escaped, sources say https://t.co/dz1gbvlNoN https://t.co/Gj1IQbSN26",Sat Dec 31 15:20:01 +0000 2016,-0.5423,0.0,0.788,0.212
173,CBS News,"This farm ride trapped 21 people 100 feet in the air, officials say https://t.co/xBIs9AcrmS https://t.co/mvyR5NN1s2",Sat Dec 31 15:00:02 +0000 2016,-0.5267,0.0,0.805,0.195
174,CBS News,Ronda Rousey’s UFC comeback didn’t even last a minute https://t.co/EaPyI3fJE2 https://t.co/cORxCLcZtr,Sat Dec 31 14:35:01 +0000 2016,0.0,0.0,1.0,0.0
175,CBS News,A state electric utility confirmed it had found a malware code the U.S. government says is used by Russian hackers… https://t.co/aVFQ45XGER,Sat Dec 31 14:12:55 +0000 2016,0.0,0.0,1.0,0.0
176,CBS News,"Debbie Reynolds and Carrie Fisher to be buried together, Todd Fisher says https://t.co/H0lPMpdwsu https://t.co/8v2HvZjn38",Sat Dec 31 13:00:01 +0000 2016,0.0,0.0,1.0,0.0
177,CBS News,WATCH: Putin's response to U.S. actions against Russia leads today's Eye Opener - your world in 90 seconds:… https://t.co/hSe2wrzOHU,Sat Dec 31 12:45:01 +0000 2016,0.0,0.0,1.0,0.0
178,CBS News,See if your local Sears or Kmart is closing in 2017 https://t.co/JOfwjiKNIH https://t.co/ZJEaxBkFmV,Sat Dec 31 12:30:01 +0000 2016,0.0,0.0,1.0,0.0
179,CBS News,Stephen Colbert describes his pre-show ritual in interview with @FaceTheNation https://t.co/S9zmvMDhnT https://t.co/HTxJYm9EQH,Sat Dec 31 12:00:02 +0000 2016,0.0,0.0,1.0,0.0
180,The New York Times,"As Trump praises Putin, many Americans, accustomed to be suspicious of Russia, are confused and uneasy https://t.co/rX4Fz6fH2c",Sat Dec 31 19:50:02 +0000 2016,-0.4588,0.143,0.546,0.311
181,The New York Times,Be a part of the fiery festivals of 2016 from around the world https://t.co/06SS7cVdQe #Daily360 https://t.co/u301CMGg9D,Sat Dec 31 19:40:04 +0000 2016,0.0258,0.14,0.726,0.134
182,The New York Times,"Cyril Tyson, fighter of poverty and father of famed physicist Neil deGrasse Tyson, has died at 89 https://t.co/i4hwb9pE73",Sat Dec 31 19:30:13 +0000 2016,-0.743,0.068,0.638,0.294
183,The New York Times,"Destroyed by the Islamic State, Syria's cultural sites will get a second life at the Louvre  https://t.co/yEpwMBK5vU",Sat Dec 31 19:20:08 +0000 2016,-0.4939,0.0,0.824,0.176
184,The New York Times,"The son of a famous pastor, Bart Campolo is now an atheist — using the skills he learned in the world he left behind https://t.co/Ho53vkFnJQ",Sat Dec 31 19:10:04 +0000 2016,0.0,0.0,1.0,0.0
185,The New York Times,The typical American diet includes far too much added sugar. Can you stay under a healthy limit? https://t.co/cFgf3imuar via @nytopinion,Sat Dec 31 19:00:03 +0000 2016,0.4019,0.13,0.87,0.0
186,The New York Times,"Sam Siatta, a Marine veteran, was blackout drunk when he forced his way into a house he apparently thought was his https://t.co/R5W4anv83u",Sat Dec 31 18:45:05 +0000 2016,-0.6597,0.0,0.769,0.231
187,The New York Times,"Natalie Cole's extreme highs and lows: Every time she hit it big, something knocked her down https://t.co/RxmMZnrw50 https://t.co/oXpH99semX",Sat Dec 31 18:30:13 +0000 2016,-0.2023,0.0,0.904,0.096
188,The New York Times,"With 3 weeks left in office, Obama is using all his powers to cement his legacy and make undoing it harder for Trump https://t.co/YPEzs09tMq",Sat Dec 31 18:15:05 +0000 2016,0.0,0.0,1.0,0.0
189,The New York Times,"Trump will build 2 resorts in Indonesia, forging relationships with powerful political figures there https://t.co/G9EejWdXqf",Sat Dec 31 17:56:03 +0000 2016,0.4215,0.177,0.823,0.0
190,The New York Times,"The campaign ad that moved people the most in 2016: Bernie Sanders’s ""America""  https://t.co/dC32LKkRGo via @nytopinion",Sat Dec 31 17:46:02 +0000 2016,0.0,0.0,1.0,0.0
191,The New York Times,"In the Czech Republic, questions swirl about Russian influence in the presidential palace https://t.co/mUrKH7HfJA",Sat Dec 31 17:36:06 +0000 2016,0.0,0.0,1.0,0.0
192,The New York Times,Our top 10 comments of the week https://t.co/266OF0I92a https://t.co/QEMV2zXDlP,Sat Dec 31 17:26:05 +0000 2016,0.2023,0.184,0.816,0.0
193,The New York Times,The rooms they left behind: A look at the spaces of 10 notable people we lost in 2016 https://t.co/RcjS8SECCQ https://t.co/KTo7EguvfB,Sat Dec 31 17:16:11 +0000 2016,-0.3182,0.0,0.887,0.113
194,The New York Times,"If China shuts down their ivory market, will this save the elephants? This is what experts have to say. https://t.co/AHXwiPr0BL",Sat Dec 31 17:06:05 +0000 2016,0.5789,0.165,0.835,0.0
195,The New York Times,Check your Netflix queue and make sure you don’t miss out on any of these movies before Jan. 1 https://t.co/s7H8Sjhu8h,Sat Dec 31 17:01:03 +0000 2016,0.1779,0.11,0.813,0.077
196,The New York Times,The killing of the Greek ambassaor to Brazil was shocking even for the crime-weary city of Rio de Janeiro https://t.co/og0mRYJCzR,Sat Dec 31 16:46:07 +0000 2016,-0.7964,0.0,0.717,0.283
197,The New York Times,"Hillary Clinton's loss was a loss for feminism, too https://t.co/I3evCNumY7 via @nytopinion",Sat Dec 31 16:31:02 +0000 2016,-0.5574,0.0,0.662,0.338
198,The New York Times,Choose a month this year to quit sugar. Go cold turkey. https://t.co/clg68XTX84 via @nytopinion,Sat Dec 31 16:16:05 +0000 2016,0.0,0.0,1.0,0.0
199,The New York Times,The Connecticut Supreme Court reinstated a Kennedy cousin's murder conviction in the 1975 killing of a teen https://t.co/FRqKjMd1fr,Sat Dec 31 16:01:01 +0000 2016,-0.7579,0.14,0.506,0.354
200,Fox News,How are you celebrating the New Year? Tweet your pics using #FoxNews2017. https://t.co/4LrEZPgTjQ,Sat Dec 31 17:53:47 +0000 2016,0.5719,0.236,0.764,0.0
201,Fox News,.@DustinLynch wishes all of you a Happy New Year! #FoxNews2017 https://t.co/ePee9AJwKF,Sat Dec 31 17:53:41 +0000 2016,0.68,0.411,0.589,0.0
202,Fox News,#HongKong rings in 2017 with a dazzling fireworks display! #FoxNews2017 https://t.co/yE1h5C2N89,Sat Dec 31 17:46:00 +0000 2016,0.0,0.0,1.0,0.0
203,Fox News,.@BillHemmer &amp; @marthamaccallum want to say thank you to all of the viewers and Happy New Year! #FoxNews2017 https://t.co/u0gv54E1gw,Sat Dec 31 17:24:12 +0000 2016,0.7777,0.328,0.672,0.0
204,Fox News,"President-elect @realDonaldTrump shared a New Year's Eve message for the American people, including his ""enemies.""… https://t.co/S2oFjWfhdO",Sat Dec 31 17:14:39 +0000 2016,0.34,0.146,0.854,0.0
205,Fox News,'BRING IT ON': Obama to visit Democrats ahead of health law fight https://t.co/XheNbIIDbL https://t.co/OciEWDy5Ji,Sat Dec 31 17:12:21 +0000 2016,-0.3818,0.0,0.833,0.167
206,Fox News,"Ring in the new year with Fox News!  The party starts tonight, 8p ET. @kimguilfoyle @ericbolling @jessebwatters… https://t.co/GVdDGNzrWs",Sat Dec 31 16:59:11 +0000 2016,0.4574,0.15,0.85,0.0
207,Fox News,"Wow, check out @tomshillue’s message for the new year and celebrate with Fox News tonight starting at 8p ET!… https://t.co/6ySfBEoVeB",Sat Dec 31 16:50:11 +0000 2016,0.8313,0.302,0.698,0.0
208,Fox News,"It's 2017 in Sydney, Australia! Celebrate the new year with Fox News Channel tonight, starting at 8p ET.… https://t.co/wlqbEnY2Gy",Sat Dec 31 16:35:07 +0000 2016,0.6114,0.182,0.818,0.0
209,Fox News,"RT @FoxNewsInsider: LOOK: Trump Wishes Happy New Year to All; 'Including My Enemies'
https://t.co/u0hsha5VPE",Sat Dec 31 16:28:12 +0000 2016,0.2732,0.272,0.564,0.164
210,Fox News,.@TeamUSA's gold medal-winning Olympic gymnasts wish all of you a Happy New Year! #FoxNews2017 #TheFinalFive https://t.co/uCQTDtYkTf,Sat Dec 31 16:01:19 +0000 2016,0.7712,0.34,0.66,0.0
211,Fox News,Officials are concerned that President-elect @realDonaldTrump's immigration plans may affect those immigrants. https://t.co/VrzUiNmjKF,Sat Dec 31 15:59:27 +0000 2016,0.0,0.0,1.0,0.0
212,Fox News,"Weeks before the shooting, the 32-year-old suspect posted anti-police comments on his Facebook page, per reports. https://t.co/93PzAc4ssH",Sat Dec 31 15:56:11 +0000 2016,-0.296,0.0,0.879,0.121
213,Fox News,The first eaglet has hatched! (via @SWFLEagleCAM) https://t.co/YYjyiuQTaq,Sat Dec 31 15:55:51 +0000 2016,0.0,0.0,1.0,0.0
214,Fox News,"“I don't think they will have much impact at all,” said former United Nations @AmbJohnBolton. https://t.co/mLZVuMkhZZ",Sat Dec 31 15:54:59 +0000 2016,0.4215,0.157,0.843,0.0
215,Fox News,"A burned body, the police believe is the diplomat's, was found inside his torched car in Rio. https://t.co/wcRvPjBaYM",Sat Dec 31 15:53:45 +0000 2016,0.0,0.0,1.0,0.0
216,Fox News,"""This attack shows how rampant Russian hacking is. It's systemic, relentless, predatory,"" Rep. Peter Welch said. https://t.co/jrsNivzz6l",Sat Dec 31 15:51:24 +0000 2016,-0.4404,0.062,0.777,0.161
217,Fox News,"'RELENTLESS, PREDATORY': Malware code tied to Russian hackers found on US electric company laptop https://t.co/jrsNivRauV",Sat Dec 31 15:29:00 +0000 2016,0.0,0.0,1.0,0.0
218,Fox News,"Happy New Year Sydney, #Australia! #FoxNews2017 https://t.co/YXWo4EOSaa",Sat Dec 31 15:12:29 +0000 2016,0.6114,0.4,0.6,0.0
219,Fox News,How do you feel about the number 17? @TheJuanWilliams says it’s lucky! #FoxNews2017 https://t.co/UqlmpC5clQ,Sat Dec 31 15:08:56 +0000 2016,0.5255,0.268,0.732,0.0
220,CNN,"Armed with just water and a few snacks, this mom trekked 26 freezing miles to find help for her family… https://t.co/kvESxlTf1w",Sat Dec 31 11:01:33 +0000 2016,0.3182,0.122,0.814,0.063
221,CNN,"George Michael's career spanned four decades, in which he sold over 100 million albums worldwide… https://t.co/QLUdsoUjWj",Sat Dec 31 10:46:07 +0000 2016,0.0,0.0,1.0,0.0
222,CNN,"From nuclear tests in North Korea to a bloodbath in Aleppo, these were some of the most shocking moments from 2016.… https://t.co/FMbxO8UUo0",Sat Dec 31 10:31:20 +0000 2016,-0.4576,0.0,0.87,0.13
223,CNN,"Syria's ceasefire violated more than 30 times in its first 24 hours, opposition groups say: https://t.co/gYqQLM12YX https://t.co/BcVnx2jcv5",Sat Dec 31 10:15:01 +0000 2016,-0.5267,0.0,0.825,0.175
224,CNN,UFC's once-great hope Ronda Rousey suffers lightning-fast defeat: https://t.co/Nr6Rx9hlOb https://t.co/0HexvVPYwJ,Sat Dec 31 10:01:01 +0000 2016,-0.4939,0.181,0.438,0.381
225,CNN,"Putin congratulates Trump, not Obama, in New Year greetings statement: https://t.co/KFTFGogvJG https://t.co/ysKTPqIvP0",Sat Dec 31 09:40:01 +0000 2016,0.4215,0.203,0.797,0.0
226,CNN,"Two people killed, two more wounded in a shooting after a concert in Connecticut by rapper Meek Mill, police say: https://t.co/5vvyZiwHP5",Sat Dec 31 09:30:33 +0000 2016,-0.6705,0.0,0.8,0.2
227,CNN,Pregnant server gets $900 tip from pregnant customer at Arizona restaurant https://t.co/Qlnub2iFdy https://t.co/GbRO7CLNi1,Sat Dec 31 09:01:17 +0000 2016,0.0,0.0,1.0,0.0
228,CNN,The legends of music we lost in 2016 https://t.co/tWoIfScuOB https://t.co/FsY7QdEDow,Sat Dec 31 08:31:01 +0000 2016,-0.3182,0.0,0.796,0.204
229,CNN,Sri Lankan church service booklet prints the lyrics to Tupac Shakur's 'Hail Mary' instead of the Hail Mary prayer… https://t.co/JPXjsGj901,Sat Dec 31 08:01:00 +0000 2016,0.1531,0.126,0.874,0.0
230,CNN,"China will ban ivory trade by end of 2017, a move that could save African elephants from extinction:… https://t.co/Gcrxr1pacy",Sat Dec 31 07:41:54 +0000 2016,-0.1027,0.14,0.702,0.158
231,CNN,"Suicide attack on busy commercial street in Baghdad leaves at least 19 people dead, scores wounded, authorities say: https://t.co/f5Wazr8xBd",Sat Dec 31 07:29:30 +0000 2016,-0.9169,0.0,0.573,0.427
232,CNN,George Michael came out during an interview with CNN in 1998; he spoke about how his sexuality influenced his songs… https://t.co/8WSZ9limeL,Sat Dec 31 07:01:36 +0000 2016,0.0,0.0,1.0,0.0
233,CNN,"Vera Rubin, a pioneering astrophysicist who proved the existence of dark matter, died on Christmas at age 88… https://t.co/QnA5mO1d1Z",Sat Dec 31 06:31:00 +0000 2016,-0.5423,0.053,0.773,0.174
234,CNN,"More than 50,000 people were evacuated from a German city on Christmas after a 1.8 ton WWII bomb was found there… https://t.co/byMyAb3PQs",Sat Dec 31 06:01:01 +0000 2016,-0.4939,0.0,0.856,0.144
235,CNN,"This boss is taking employees on a Caribbean cruise -- all 800 of them, that is https://t.co/bcWWh7HbxK https://t.co/VR1b2LzniW",Sat Dec 31 05:31:01 +0000 2016,0.0,0.0,1.0,0.0
236,CNN,"The giants of music, film, sport, literature, comedy, art and politics we lost in 2016 https://t.co/ys7oobkcS9 https://t.co/1ZRD6IRdDi",Sat Dec 31 05:01:01 +0000 2016,0.0516,0.126,0.758,0.116
237,CNN,17 things we're looking forward to in 2017 https://t.co/o7WkKmO3HS https://t.co/R6mo8YYT6L,Sat Dec 31 04:31:01 +0000 2016,0.0,0.0,1.0,0.0
238,CNN,"The US military is warning against the danger of troops over-consuming energy drinks, saying it could be harmful… https://t.co/xJhwyv1yII",Sat Dec 31 04:01:01 +0000 2016,-0.5719,0.088,0.669,0.243
239,CNN,"Georgia coroner offers free rides to New Year's Eve partiers: ""It's my job to keep people out of body bags""… https://t.co/G3lhWSuOJD",Sat Dec 31 03:46:01 +0000 2016,0.6124,0.208,0.792,0.0
240,BBC News (World),"Stuck on a ride, 148ft in the air https://t.co/xKqUkFADSo",Sat Dec 31 10:50:35 +0000 2016,-0.25,0.0,0.778,0.222
241,BBC News (World),Spain Catalonia: Separatist leader vows 2017 referendum in teeth of Madrid https://t.co/DQQDp39yrs,Sat Dec 31 10:41:43 +0000 2016,0.0,0.0,1.0,0.0
242,BBC News (World),US theme park visitors rescued from ride in southern California https://t.co/XePyRBtZU6,Sat Dec 31 08:44:35 +0000 2016,0.4215,0.219,0.781,0.0
243,BBC News (World),Deadly explosions hit Baghdad market https://t.co/rnc926PWOK,Sat Dec 31 06:49:50 +0000 2016,0.0,0.0,1.0,0.0
244,BBC News (World),Syria conflict: UN to vote on Syria ceasefire deal https://t.co/nZotDiSUfJ,Sat Dec 31 04:54:40 +0000 2016,-0.3182,0.0,0.796,0.204
245,BBC News (World),Merkel: Islamist terror is 'greatest threat' to Germany https://t.co/mJrKHKiYBZ,Sat Dec 31 01:25:35 +0000 2016,-0.3818,0.247,0.353,0.4
246,BBC News (World),Kennedy cousin's murder conviction reinstated https://t.co/9FwlBSaFwh,Sat Dec 31 01:16:32 +0000 2016,-0.6908,0.0,0.515,0.485
247,BBC News (World),"We're awesome, eh? https://t.co/9UdpWmM6sH",Sat Dec 31 00:49:38 +0000 2016,0.6249,0.577,0.423,0.0
248,BBC News (World),Drone photography: on top of the world https://t.co/o0U2VYw5t0,Sat Dec 31 00:40:38 +0000 2016,0.2023,0.205,0.795,0.0
249,BBC News (World),Inside the bathroom bus of Athens https://t.co/zWVHImtRgZ,Sat Dec 31 00:31:36 +0000 2016,0.0,0.0,1.0,0.0
250,BBC News (World),Smooth operators https://t.co/8xwRVBAVsm,Sat Dec 31 00:24:56 +0000 2016,0.0,0.0,1.0,0.0
251,BBC News (World),Russian riddle https://t.co/rjd6UZKifO,Sat Dec 31 00:22:41 +0000 2016,0.0,0.0,1.0,0.0
252,BBC News (World),Guilt by association https://t.co/Boi1OKk88h,Sat Dec 31 00:18:05 +0000 2016,-0.2732,0.0,0.588,0.412
253,BBC News (World),New path for Syria https://t.co/7snfo0w8RE,Sat Dec 31 00:13:37 +0000 2016,0.0,0.0,1.0,0.0
254,BBC News (World),UN chief Ban Ki-moon bids fond farewell https://t.co/FjxZnXwwLM,Fri Dec 30 23:01:20 +0000 2016,-0.1779,0.232,0.48,0.288
255,BBC News (World),The ordinary Africans hitting the headlines in 2016 https://t.co/rU4StssDed,Fri Dec 30 22:54:32 +0000 2016,0.0,0.0,1.0,0.0
256,BBC News (World),Brazil policeman 'killed Greek envoy' https://t.co/WKTJIZlywx,Fri Dec 30 22:43:21 +0000 2016,-0.6705,0.0,0.526,0.474
257,BBC News (World),"RT @BBCBreaking: Greek ambassador was killed by Brazil police officer, who was having an affair with envoy's wife, investigator says https:…",Fri Dec 30 22:39:25 +0000 2016,-0.6705,0.0,0.816,0.184
258,BBC News (World),"RT @BBCBreaking: British tennis champion Andy Murray and athlete Mo Farah are knighted in New Year Honours list
https://t.co/9ZDmmzhNT8 htt…",Fri Dec 30 22:32:26 +0000 2016,0.7964,0.283,0.717,0.0
259,BBC News (World),Kinder Surprise inventor dies https://t.co/Iu1jQwhTdR,Fri Dec 30 22:16:17 +0000 2016,0.6486,0.639,0.361,0.0
260,CBS News,Experts say there are several common pitfalls that keep people from achieving their New Year’s resolutions… https://t.co/kz1Bzy68VY,Sat Dec 31 11:30:01 +0000 2016,0.0,0.0,1.0,0.0
261,CBS News,"The minimum wage is going up in 20 states and Washington, D.C. https://t.co/LLEIXWeHZW https://t.co/FE8QEenUUx",Sat Dec 31 11:00:02 +0000 2016,0.0,0.0,1.0,0.0
262,CBS News,"Is your profession on this “endangered jobs"" list? https://t.co/VSOLFqeldd https://t.co/2i0jGWRgXp",Sat Dec 31 10:30:01 +0000 2016,0.0,0.0,1.0,0.0
263,CBS News,Johns Hopkins begins payouts to women secretly filmed by gynecologist https://t.co/jAGD1tfkqZ https://t.co/grLUYweo5E,Sat Dec 31 10:00:02 +0000 2016,0.0,0.0,1.0,0.0
264,CBS News,Couple together 17 years to marry on Rose Parade float https://t.co/UkxW6wBUkC https://t.co/BuIeGyLDeD,Sat Dec 31 09:00:01 +0000 2016,0.0,0.0,1.0,0.0
265,CBS News,Hunger around the U.S. is on the rise as families cope with rising housing costs and stagnant wages… https://t.co/81IeQvffxd,Sat Dec 31 08:30:01 +0000 2016,-0.25,0.0,0.9,0.1
266,CBS News,"Lindsay Lohan is ""trying so hard"" to get a ""Mean Girls"" sequel made https://t.co/BLTHGU3PTP https://t.co/skXptzRv4j",Sat Dec 31 08:00:01 +0000 2016,-0.2183,0.0,0.874,0.126
267,CBS News,The nation's first offshore wind farm is up and running off the coast of Rhode Island https://t.co/zV2ONaV5nq https://t.co/OHpeFBuuDj,Sat Dec 31 07:30:01 +0000 2016,0.0,0.0,1.0,0.0
268,CBS News,"Cop catches teen smoking pot outside movie theater, gives him 2 options https://t.co/bLWZ0Jc4CR https://t.co/XANKgF87b4",Sat Dec 31 07:01:00 +0000 2016,0.0,0.0,1.0,0.0
269,CBS News,These are the top 10 richest billionaires in the world in 2016 https://t.co/aDZkcv3IpT https://t.co/qm0rXjeTHR,Sat Dec 31 06:00:01 +0000 2016,0.6369,0.302,0.698,0.0
270,CBS News,"Amid population declines, conservationists sound alarm bells for the cheetah: https://t.co/hWF3zfJNga https://t.co/QRqQ54gY2Y",Sat Dec 31 05:30:01 +0000 2016,-0.34,0.0,0.821,0.179
271,CBS News,"Man accused of fatally stabbing 5-year-old stepdaughter, setting body aflame https://t.co/cK7PIS7FnQ https://t.co/Z8oAfyOF6o",Sat Dec 31 05:00:01 +0000 2016,-0.7506,0.0,0.61,0.39
272,CBS News,Mormon Tabernacle Choir singer says she resigned from group over decision to perform at inauguration… https://t.co/ZOhdSIXGGn,Sat Dec 31 04:30:03 +0000 2016,-0.25,0.0,0.882,0.118
273,CBS News,"Mexican man charged in 13-year-old girl's rape had 10 deportations, reports say https://t.co/z4s5WHjh4P https://t.co/QdPd31R6To",Sat Dec 31 04:00:02 +0000 2016,-0.7579,0.0,0.649,0.351
274,CBS News,"Lawmaker wants porn declared a public health hazard, says “pornography epidemic” needs to be addressed… https://t.co/GiwoFapLvQ",Sat Dec 31 03:30:01 +0000 2016,0.0,0.0,1.0,0.0
275,CBS News,"For a little extra dazzle this New Year's Eve, you may want to look up. This comet will zoom by Earth Saturday… https://t.co/On1dLoAs7k",Sat Dec 31 03:00:02 +0000 2016,0.0772,0.058,0.942,0.0
276,CBS News,Police in Brazil believe Greece’s ambassador to the country was killed by his wife’s lover https://t.co/g5lEQ1Xp3q https://t.co/nLA8J5jKRA,Sat Dec 31 02:30:01 +0000 2016,-0.1779,0.163,0.644,0.193
277,CBS News,Court reinstates Kennedy cousin Michael Skakel’s murder conviction in 1975 murder of Martha Moxley… https://t.co/HJKpZuwE1H,Sat Dec 31 02:04:01 +0000 2016,-0.886,0.0,0.58,0.42
278,CBS News,Children can be heard screaming “just stop daddy” on 911 call made from lawmaker's home https://t.co/H65RUjzm0n https://t.co/W5a1RfaGvd,Sat Dec 31 01:33:55 +0000 2016,-0.5859,0.0,0.758,0.242
279,CBS News,Three rookie cops reportedly fired for joking about target practice in black neighborhood https://t.co/7Yu5s7AGWf https://t.co/YHkkF7yT2T,Sat Dec 31 00:55:02 +0000 2016,-0.4019,0.103,0.703,0.195
280,The New York Times,Donald Trump now has the option of thanking Putin and of trying to start a new chapter in U.S.-Russia relations https://t.co/BuRiy7KklW,Sat Dec 31 15:46:03 +0000 2016,0.0,0.0,1.0,0.0
281,The New York Times,"“People in Texas will buy trucks even if they’re not going to haul anything heavier than raindrops"" https://t.co/UxIR78LN08",Sat Dec 31 15:31:04 +0000 2016,0.0,0.0,1.0,0.0
282,The New York Times,"Spinraza, a “life-changing” drug for spinal muscular atrophy, will cost $750,000 for the first year of treatment https://t.co/nA5AzOZ5xM",Sat Dec 31 15:16:05 +0000 2016,0.0,0.0,1.0,0.0
283,The New York Times,We have been covering every murder in 2016 in a Bronx precinct. Here’s what we learned about the cycle of violence. https://t.co/XtXebkXbvE,Sat Dec 31 15:02:30 +0000 2016,-0.8689,0.0,0.683,0.317
284,The New York Times,Many immigrants and their partners say they're feeling an urgency to put a ring on it before Trump becomes president https://t.co/gJ6pNcVdFK,Sat Dec 31 14:46:02 +0000 2016,0.128,0.073,0.927,0.0
